time/ s,20.0
IS_retention_time/ min,IS_integral,IS_peak start/ min,IS_peak end/ min
6.719916666666666,2936.974557136471,6.693333333333333,6.7465
Retention_time/ min,integral,peak start/ min,peak end/ min
6.719916666666666,2936.974557136471,6.693333333333333,6.7465
7.658791666666667,898.3287716932435,7.632208333333333,7.680416666666665
7.816666666666666,7503.813181055305,7.776791666666666,7.841583333333333
8.001125,1883.551704130954,7.974541666666666,8.031041666666667
8.0975,2165.59407622337,8.06925,8.127416666666667
10.397333333333332,2644.6115050659246,10.350791666666664,10.433875
10.688124999999998,9429.791441694288,10.631625000000001,10.726333333333333
10.852625,1414.630962223713,10.814416666666666,10.887541666666666
13.260458333333332,9109.694523305345,13.190666666666667,13.308666666666666
13.581166666666666,7867.442054780253,13.509708333333332,13.619416666666666
