time/ s,30.0
IS_retention_time/ min,IS_integral,IS_peak start/ min,IS_peak end/ min
6.721416666666666,2949.7919580388666,6.6964999999999995,6.743041666666667
Retention_time/ min,integral,peak start/ min,peak end/ min
7.8181666666666665,7402.0155577302185,7.779916666666667,7.8414166666666665
10.397124999999999,2467.001386296426,10.352291666666666,10.430375
13.253625,5797.995474302152,13.197125,13.258625
