# time, signal
3.289041666666666419e+00,3.032830450594237846e+02
3.290708333333333346e+00,5.502275831594215560e+01
3.292374999999999829e+00,5.558605237228493934e+01
3.294041666666666757e+00,0.000000000000000000e+00
3.295708333333333240e+00,0.000000000000000000e+00
3.297333333333333005e+00,1.074945635759604556e+02
3.298999999999999932e+00,5.989074219887606887e+01
3.300666666666666416e+00,6.570856737643598535e+02
3.302333333333332899e+00,4.042025984637530200e+01
3.303999999999999826e+00,0.000000000000000000e+00
3.305666666666666753e+00,0.000000000000000000e+00
3.307333333333333236e+00,0.000000000000000000e+00
3.308999999999999719e+00,1.137562079403169264e+02
3.310666666666666647e+00,4.770621769680565194e+01
3.312333333333333130e+00,0.000000000000000000e+00
3.313958333333333339e+00,0.000000000000000000e+00
3.315624999999999822e+00,0.000000000000000000e+00
3.317291666666666750e+00,3.302646327471740761e+01
3.318958333333333233e+00,1.568078295262712345e+02
3.320624999999999716e+00,0.000000000000000000e+00
3.322291666666666643e+00,4.051934793466261908e+01
3.323958333333333126e+00,0.000000000000000000e+00
3.325625000000000053e+00,5.633132530120201409e+01
3.327249999999999819e+00,8.067838871024923719e+01
3.328916666666666746e+00,0.000000000000000000e+00
3.330583333333332785e+00,0.000000000000000000e+00
3.332249999999999712e+00,0.000000000000000000e+00
3.333916666666666639e+00,0.000000000000000000e+00
3.335583333333333123e+00,0.000000000000000000e+00
3.337250000000000050e+00,5.461892673872353043e+01
3.338916666666666533e+00,0.000000000000000000e+00
3.340541666666666742e+00,0.000000000000000000e+00
3.342208333333333226e+00,0.000000000000000000e+00
3.343874999999999709e+00,0.000000000000000000e+00
3.345541666666666636e+00,2.015323388017604884e+02
3.347208333333333119e+00,7.796253521921698848e+02
3.348875000000000046e+00,1.241754247898346421e+03
3.350541666666666529e+00,1.124211257829848819e+03
3.352208333333333012e+00,1.043701763183085859e+03
3.353833333333333222e+00,1.132856238146590840e+03
3.355499999999999705e+00,1.109665190398585992e+03
3.357166666666666632e+00,9.178036015390833882e+02
3.358833333333332671e+00,1.002805017526535494e+03
3.360500000000000043e+00,9.840589275098387816e+02
3.362166666666666526e+00,1.396954475541441980e+03
3.363833333333333009e+00,1.262485505226941314e+03
3.365499999999999936e+00,1.266748415422220205e+03
3.367166666666666419e+00,1.252021657697920773e+03
3.368791666666666629e+00,1.030466655349992379e+03
3.370458333333333112e+00,1.046162375462755790e+03
3.372125000000000039e+00,1.306471368920715577e+03
3.373791666666666522e+00,9.820216546687654500e+02
3.375458333333333005e+00,1.045208129835697946e+03
3.377124999999999932e+00,1.030314071373344404e+03
3.378791666666666416e+00,1.013957540249787598e+03
3.380458333333332899e+00,6.394719679345515715e+02
3.382124999999999826e+00,8.328735564727347764e+02
3.383750000000000036e+00,1.045784659830761711e+03
3.385416666666666519e+00,1.141695970236250105e+03
3.387083333333332558e+00,1.161613024812235608e+03
3.388749999999999929e+00,9.919453640310036917e+02
3.390416666666666412e+00,1.216828946567616185e+03
3.392083333333333339e+00,1.195603094081045356e+03
3.393749999999999822e+00,9.517661175351327074e+02
3.395416666666666750e+00,1.173885464262478536e+03
3.397041666666666515e+00,1.291131247895992601e+03
3.398708333333332998e+00,1.201057802677118389e+03
3.400374999999999925e+00,8.649218486333388682e+02
3.402041666666666409e+00,1.271366865494915146e+03
3.403708333333333336e+00,9.467370587850821266e+02
3.405374999999999819e+00,1.039158536076137125e+03
3.407041666666666746e+00,9.318672087127632722e+02
3.408708333333332785e+00,7.160556690616888318e+02
3.410333333333333439e+00,7.217604084771088537e+02
3.411999999999999922e+00,7.157104092992361757e+02
3.413666666666666405e+00,1.107828257890284021e+03
3.415333333333333332e+00,6.133315302565772527e+02
3.416999999999999815e+00,8.132523813795731940e+02
3.418666666666666742e+00,1.074362914126170608e+03
3.420333333333333226e+00,6.480594216574827442e+02
3.421999999999999709e+00,7.230656119030218179e+02
3.423666666666666636e+00,8.794656300229898989e+02
3.425291666666666401e+00,6.507283988285989835e+02
3.426958333333333329e+00,8.854014670265521545e+02
3.428624999999999812e+00,7.198325038240486720e+02
3.430291666666666739e+00,6.823557439322405571e+02
3.431958333333333222e+00,6.495926637331368738e+02
3.433624999999999705e+00,6.117420607173386315e+02
3.435291666666666632e+00,5.916433631737744463e+02
3.436958333333332671e+00,7.479284224417540372e+02
3.438583333333333325e+00,7.674863179571195815e+02
3.440249999999999808e+00,8.435402387606401362e+02
3.441916666666666735e+00,5.744854530301553268e+02
3.443583333333333218e+00,9.799435351603150366e+02
3.445249999999999702e+00,8.426411288445068521e+02
3.446916666666666629e+00,8.291325829834196384e+02
3.448583333333333112e+00,8.171433918380834029e+02
3.450250000000000039e+00,9.823000624014819095e+02
3.451874999999999805e+00,7.540476687338816646e+02
3.453541666666666732e+00,9.064228968537695437e+02
3.455208333333333215e+00,1.166752125262902609e+03
3.456874999999999698e+00,1.336816700340004900e+03
3.458541666666666625e+00,1.737765185121014838e+03
3.460208333333333108e+00,2.100485864758622029e+03
3.461875000000000036e+00,2.155928940274005981e+03
3.463541666666666519e+00,2.678853463592769003e+03
3.465166666666666728e+00,2.261952349235905785e+03
3.466833333333333211e+00,2.355593620310813094e+03
3.468499999999999694e+00,2.535909641763068066e+03
3.470166666666666622e+00,2.734011719032816927e+03
3.471833333333333105e+00,2.149273727357460302e+03
3.473500000000000032e+00,2.170174190124136658e+03
3.475166666666666515e+00,2.250639445585275098e+03
3.476833333333332998e+00,1.940346779332720871e+03
3.478499999999999925e+00,1.740806768506439312e+03
3.480166666666666409e+00,1.310753358643223919e+03
3.481791666666666618e+00,1.505850998116704204e+03
3.483458333333333101e+00,1.292660504885536284e+03
3.485125000000000473e+00,9.417560402754105553e+02
3.486791666666666512e+00,1.284936395070604249e+03
3.488458333333333439e+00,8.790451283571328531e+02
3.490124999999999922e+00,9.186042350371396878e+02
3.491791666666666405e+00,7.625654935986049168e+02
3.493458333333333332e+00,7.356589266478765694e+02
3.495083333333333098e+00,6.404089423397651899e+02
3.496750000000000025e+00,7.617883103049761075e+02
3.498416666666666508e+00,7.569580538700488432e+02
3.500083333333333435e+00,8.486837572973845454e+02
3.501749999999999918e+00,7.669297275008276529e+02
3.503416666666666401e+00,5.061033614889147998e+02
3.505083333333333329e+00,7.145570071185413781e+02
3.506749999999999812e+00,7.214558733685647667e+02
3.508375000000000021e+00,5.725452828591370462e+02
3.510041666666666504e+00,5.764714204052672812e+02
3.511708333333333432e+00,4.330874738939885447e+02
3.513375000000000359e+00,6.193186358564815919e+02
3.515041666666666398e+00,3.354347605316024783e+02
3.516708333333333325e+00,6.452251023053992185e+02
3.518374999999999808e+00,7.040216739392462841e+02
3.520041666666666735e+00,4.792998621398028263e+02
3.521666666666666501e+00,7.638694029802693422e+02
3.523333333333333428e+00,7.574360713520813988e+02
3.524999999999999911e+00,4.222281000948427163e+02
3.526666666666666394e+00,6.433047019962984905e+02
3.528333333333333321e+00,6.458513251748919402e+02
3.529999999999999805e+00,6.095337072182866223e+02
3.531666666666666732e+00,5.074664798998782089e+02
3.533333333333333215e+00,6.311506811150541125e+02
3.534999999999999698e+00,1.020643487582801754e+03
3.536624999999999908e+00,4.508311943158009285e+02
3.538291666666666391e+00,7.040308138819309534e+02
3.539958333333333318e+00,4.357939580180205894e+02
3.541625000000000245e+00,7.759476244376073737e+02
3.543291666666666728e+00,4.728641857579859789e+02
3.544958333333333211e+00,6.813135352794754453e+02
3.546624999999999694e+00,7.159798662115524621e+02
3.548291666666666622e+00,6.377724714200232938e+02
3.549958333333333105e+00,7.183877023041650318e+02
3.551583333333333314e+00,4.890793074979209223e+02
3.553249999999999797e+00,5.085860538211686617e+02
3.554916666666666725e+00,3.616869783459802079e+02
3.556583333333333208e+00,6.475124288539087729e+02
3.558249999999999691e+00,4.468905334851135649e+02
3.559916666666666618e+00,6.605384775648376490e+02
3.561583333333333101e+00,5.920641528722755993e+02
3.563250000000000473e+00,5.689898395976639449e+02
3.564874999999999794e+00,4.645278260958604051e+02
3.566541666666666721e+00,5.079563972944370107e+02
3.568208333333333204e+00,7.656879909889495366e+02
3.569875000000000131e+00,5.107161163556678503e+02
3.571541666666666615e+00,3.980685046023383507e+02
3.573208333333333098e+00,6.246397418149705345e+02
3.574875000000000025e+00,6.260898080704374706e+02
3.576541666666666508e+00,4.051840814366426571e+02
3.578166666666666718e+00,6.315706249779483414e+02
3.579833333333333201e+00,7.083047794887204418e+02
3.581499999999999684e+00,3.996796643060091583e+02
3.583166666666666611e+00,4.240256247228728625e+02
3.584833333333333094e+00,6.195927410323384947e+02
3.586500000000000021e+00,9.655209782465279886e+02
3.588166666666666504e+00,3.019398592056222697e+02
3.589833333333333432e+00,6.597358051075971161e+02
3.591500000000000359e+00,5.006208127755500072e+02
3.593124999999999680e+00,6.198478199347508735e+02
3.594791666666666607e+00,4.887607327459419935e+02
3.596458333333333091e+00,7.592359246993835313e+02
3.598125000000000018e+00,7.255592054382935885e+02
3.599791666666666501e+00,6.934907255236519177e+02
3.601458333333333428e+00,4.216227235990909321e+02
3.603124999999999911e+00,6.763993116604750639e+02
3.604791666666666394e+00,8.175095136591703522e+02
3.606416666666666604e+00,4.539414348828452148e+02
3.608083333333333087e+00,5.869825219894210022e+02
3.609750000000000014e+00,6.852195433388001220e+02
3.611416666666666497e+00,5.079144558839532237e+02
3.613083333333333425e+00,6.986667596561254641e+02
3.614749999999999908e+00,5.511475256191197332e+02
3.616416666666666391e+00,7.184367100125591605e+02
3.618083333333333318e+00,4.843794672286890659e+02
3.619750000000000245e+00,4.946605775866491967e+02
3.621375000000000011e+00,4.485212793192977188e+02
3.623041666666666494e+00,5.065336703948494232e+02
3.624708333333333421e+00,1.141214993042776769e+03
3.626374999999999904e+00,6.913695699157166246e+02
3.628041666666666387e+00,5.874019432522140960e+02
3.629708333333333314e+00,8.332202874144095404e+02
3.631374999999999797e+00,1.139039012552565964e+03
3.633041666666666725e+00,1.103835036786300861e+03
3.634666666666666490e+00,1.187200098884991348e+03
3.636333333333333417e+00,1.103280452454471742e+03
3.637999999999999901e+00,9.050239460408646437e+02
3.639666666666666384e+00,1.101238647175730193e+03
3.641333333333333311e+00,1.257108882408752379e+03
3.642999999999999794e+00,1.547284922973117773e+03
3.644666666666666721e+00,1.368767848642918352e+03
3.646333333333333204e+00,1.515315883473981330e+03
3.648000000000000131e+00,2.130782694718843231e+03
3.649624999999999897e+00,2.485003107323619588e+03
3.651291666666666380e+00,2.834237139153310636e+03
3.652958333333333307e+00,3.501240205487205003e+03
3.654624999999999790e+00,3.305540423467001801e+03
3.656291666666666718e+00,3.356948161681931197e+03
3.657958333333333201e+00,2.878483277373852161e+03
3.659624999999999684e+00,2.775277504392636729e+03
3.661291666666666611e+00,2.416238706800090313e+03
3.662916666666666377e+00,1.803602931195712245e+03
3.664583333333333304e+00,1.518241562115225406e+03
3.666249999999999787e+00,9.549229079912602174e+02
3.667916666666666270e+00,7.728680655627281340e+02
3.669583333333333197e+00,6.759445779894548423e+02
3.671249999999999680e+00,3.576006169623450432e+02
3.672916666666666607e+00,4.597624577359133013e+02
3.674583333333333091e+00,4.402788730035898084e+02
3.676208333333333300e+00,4.415970520194452433e+02
3.677874999999999783e+00,6.954873306739081045e+02
3.679541666666666710e+00,7.462650613113555664e+02
3.681208333333333194e+00,1.275306708055873742e+03
3.682874999999999677e+00,1.767023879857670636e+03
3.684541666666666604e+00,1.966366608368586867e+03
3.686208333333333087e+00,3.391638826861543748e+03
3.687875000000000014e+00,3.143246884808301274e+03
3.689499999999999780e+00,4.300605674438751521e+03
3.691166666666666707e+00,4.324047573870324413e+03
3.692833333333333190e+00,4.283912357540290941e+03
3.694499999999999673e+00,4.890884668948796389e+03
3.696166666666666156e+00,4.414825789369909216e+03
3.697833333333333083e+00,3.607867660199985494e+03
3.699500000000000011e+00,2.683430057718651369e+03
3.701166666666666494e+00,2.465125505898505253e+03
3.702833333333333421e+00,1.993147707054342391e+03
3.704458333333333186e+00,1.531880970001822106e+03
3.706124999999999670e+00,1.222234628663184594e+03
3.707791666666666597e+00,1.252705826539001009e+03
3.709458333333333080e+00,1.119664409756099758e+03
3.711125000000000007e+00,7.210506370861082814e+02
3.712791666666666490e+00,5.924023282722431532e+02
3.714458333333333417e+00,8.568921394743382507e+02
3.716124999999999901e+00,8.265633555335157325e+02
3.717791666666666384e+00,7.751916252776005649e+02
3.719416666666666593e+00,9.913337555387661268e+02
3.721083333333333076e+00,1.134584712352430643e+03
3.722750000000000004e+00,1.012848714484134462e+03
3.724416666666666043e+00,1.271865451791252099e+03
3.726083333333333414e+00,1.295632854030793169e+03
3.727749999999999897e+00,9.758941569173184689e+02
3.729416666666666380e+00,1.033334509833163793e+03
3.731083333333333307e+00,9.743517616379118635e+02
3.732708333333333073e+00,1.031730345152177051e+03
3.734375000000000000e+00,5.752542222908621170e+02
3.736041666666666483e+00,5.600369109161990764e+02
3.737708333333333410e+00,7.968632355019981333e+02
3.739374999999999893e+00,6.334913570455339595e+02
3.741041666666666377e+00,6.951002765729630255e+02
3.742708333333333304e+00,6.573499754285238623e+02
3.744374999999999787e+00,5.877756323559741531e+02
3.745999999999999996e+00,7.565732269111861115e+02
3.747666666666666480e+00,1.326655770618109045e+03
3.749333333333333407e+00,1.083373033072250337e+03
3.750999999999999890e+00,1.404035441871553530e+03
3.752666666666665929e+00,1.524926476582580108e+03
3.754333333333333300e+00,1.530684864902811341e+03
3.755999999999999783e+00,1.125003454357035025e+03
3.757666666666666710e+00,1.590327063359799922e+03
3.759333333333333194e+00,2.252025053180301711e+03
3.760958333333333403e+00,5.070336741783532489e+03
3.762624999999999886e+00,8.157464122691689226e+03
3.764291666666666369e+00,1.431977461854632202e+04
3.765958333333333297e+00,2.507342697777233116e+04
3.767624999999999780e+00,3.971107913658941106e+04
3.769291666666666707e+00,5.998962314596622309e+04
3.770958333333333190e+00,8.378403965823272301e+04
3.772624999999999673e+00,1.019281507092833490e+05
3.774291666666666156e+00,1.234753504523609008e+05
3.775916666666666366e+00,1.344365075963658164e+05
3.777583333333333293e+00,1.391377197816901316e+05
3.779249999999999776e+00,1.349234791147818614e+05
3.780916666666666703e+00,1.243684370192414790e+05
3.782583333333333186e+00,1.143933969518986560e+05
3.784249999999999670e+00,9.362848015375880641e+04
3.785916666666666597e+00,7.579926063907555363e+04
3.787583333333333080e+00,5.480885865291518712e+04
3.789208333333333290e+00,4.095046719603289239e+04
3.790874999999999773e+00,2.922432777902996168e+04
3.792541666666666700e+00,2.007583137698076098e+04
3.794208333333333183e+00,1.646801433620492753e+04
3.795874999999999666e+00,1.363708082477153766e+04
3.797541666666666593e+00,1.177139974821987926e+04
3.799208333333333076e+00,1.288491705064076814e+04
3.800875000000000004e+00,1.371825950375500906e+04
3.802499999999999769e+00,1.488269817784278348e+04
3.804166666666666696e+00,1.717205351108009927e+04
3.805833333333333179e+00,1.731262153102439333e+04
3.807499999999999662e+00,1.975287824983160681e+04
3.809166666666666590e+00,1.891362701415840638e+04
3.810833333333333073e+00,1.772103239191684406e+04
3.812500000000000000e+00,1.605279251765499430e+04
3.814166666666666483e+00,1.450452587290352130e+04
3.815833333333333410e+00,1.273185916094678214e+04
3.817458333333333176e+00,9.881388295221329827e+03
3.819124999999999659e+00,7.569033354141332893e+03
3.820791666666666586e+00,5.685074381109597198e+03
3.822458333333333069e+00,4.005357567658391417e+03
3.824124999999999996e+00,3.651512035533917242e+03
3.825791666666666480e+00,2.931969564802095192e+03
3.827458333333333407e+00,2.271993142582869041e+03
3.829124999999999890e+00,1.481562996650767673e+03
3.830749999999999655e+00,1.496942961557781928e+03
3.832416666666666583e+00,9.807617390062869163e+02
3.834083333333333066e+00,7.929005020919153139e+02
3.835749999999999993e+00,8.437235728917455617e+02
3.837416666666666476e+00,6.259035696819291843e+02
3.839083333333333403e+00,6.120159857685225688e+02
3.840749999999999886e+00,8.377067508143372834e+02
3.842416666666666369e+00,6.493568132104310280e+02
3.844083333333333297e+00,9.056301924513481936e+02
3.845708333333333062e+00,6.212825338624966207e+02
3.847374999999999989e+00,4.362782099996728675e+02
3.849041666666666472e+00,3.334851975546370113e+02
3.850708333333333844e+00,2.871982075769362837e+02
3.852374999999999883e+00,6.510999229665121675e+02
3.854041666666666366e+00,4.570101963148390496e+02
3.855708333333333293e+00,7.117459581075822825e+02
3.857374999999999776e+00,5.829111578786062182e+02
3.858999999999999986e+00,8.593147990013469553e+02
3.860666666666666469e+00,5.782882424347099004e+02
3.862333333333333396e+00,4.058870914724292334e+02
3.863999999999999879e+00,5.806548196412766174e+02
3.865666666666666362e+00,5.309250982267492418e+02
3.867333333333333290e+00,5.409418994190452850e+02
3.868999999999999773e+00,6.395337985156072591e+02
3.870666666666666700e+00,3.045967878371398001e+02
3.872291666666666465e+00,3.806762275509421443e+02
3.873958333333333393e+00,3.978423841407052350e+02
3.875624999999999876e+00,4.677399403777442330e+02
3.877291666666666359e+00,5.356866981626982351e+02
3.878958333333333730e+00,5.254751661646309913e+02
3.880624999999999769e+00,7.574182309017173793e+02
3.882291666666666696e+00,6.312569787649608770e+02
3.883958333333333179e+00,8.716978978574405801e+02
3.885624999999999662e+00,5.015155160670646524e+02
3.887249999999999872e+00,5.839103800463281004e+02
3.888916666666666355e+00,5.541758305726427807e+02
3.890583333333333282e+00,6.654466745373712229e+02
3.892249999999999766e+00,5.160575585509967595e+02
3.893916666666666693e+00,3.582929794892146447e+02
3.895583333333333176e+00,4.919156668984505814e+02
3.897249999999999659e+00,4.341340118099350320e+02
3.898916666666666586e+00,4.141375213706327258e+02
3.900541666666666352e+00,5.265803318052910527e+02
3.902208333333333279e+00,4.013684681186149419e+02
3.903874999999999762e+00,7.092487761118517255e+02
3.905541666666666689e+00,4.889274194344548050e+02
3.907208333333333616e+00,8.304299054448556490e+02
3.908874999999999655e+00,4.119950469996111337e+02
3.910541666666666583e+00,6.936868119329481033e+02
3.912208333333333066e+00,5.311430148733612668e+02
3.913833333333333275e+00,4.426597847831080799e+02
3.915499999999999758e+00,6.844285969497117321e+02
3.917166666666666686e+00,6.142268221349371515e+02
3.918833333333333169e+00,7.840403170205846664e+02
3.920499999999999652e+00,5.787228774888192220e+02
3.922166666666666579e+00,4.121050540134130529e+02
3.923833333333333062e+00,5.458004315634095747e+02
3.925499999999999989e+00,3.140899784618407921e+03
3.927166666666666472e+00,5.529325434394664853e+02
3.928791666666666682e+00,5.400426316159373528e+02
3.930458333333333165e+00,6.706890384484920560e+02
3.932124999999999648e+00,6.028640625161601747e+02
3.933791666666666575e+00,3.363750904880935195e+02
3.935458333333333503e+00,3.404896879898010411e+02
3.937124999999999986e+00,7.155403974772809761e+02
3.938791666666666469e+00,4.226407769900083622e+02
3.940458333333333396e+00,4.359372063390046605e+02
3.942124999999999879e+00,3.356770333842059699e+02
3.943750000000000089e+00,4.408142035860928445e+02
3.945416666666666572e+00,3.133096581208982911e+02
3.947083333333333055e+00,4.720299558511802616e+02
3.948749999999999982e+00,3.483034808750211937e+02
3.950416666666666465e+00,4.001894179249713943e+02
3.952083333333333393e+00,7.618696948868428080e+02
3.953749999999999876e+00,1.996785166618580547e+02
3.955416666666666359e+00,5.123176567023269854e+02
3.957041666666666568e+00,7.157138338333992351e+02
3.958708333333333051e+00,8.418029561339618567e+02
3.960374999999999979e+00,1.742308246530450333e+03
3.962041666666666462e+00,2.461044730851354871e+03
3.963708333333333389e+00,3.208424273855430783e+03
3.965374999999999872e+00,4.397889343574456689e+03
3.967041666666666355e+00,6.412625656968179101e+03
3.968708333333333282e+00,7.900690234836129093e+03
3.970333333333333048e+00,8.848240346514099656e+03
3.971999999999999975e+00,9.100826081429589976e+03
3.973666666666666458e+00,1.042051528781840534e+04
3.975333333333333385e+00,1.023596583459632711e+04
3.976999999999999869e+00,8.980597554344140008e+03
3.978666666666666352e+00,7.582805846686687801e+03
3.980333333333333279e+00,6.528182450203959888e+03
